"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"9396",31," Private",210008," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
"9397",54," Private",234938," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,55," United-States",0
"9398",46," Private",315423," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2042,50," United-States",0
"9399",27," Self-emp-not-inc",30244," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,80," United-States",0
"9402",36," State-gov",96468," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
"9403",25," Private",486332," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," Mexico",0
"9404",19," Private",46162," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,25," United-States",0
"9405",60," Local-gov",98350," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,60," Philippines",0
"9406",45," Local-gov",175958," 9th",5," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"9407",21," Private",119309," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Male",0,1602,16," United-States",0
"9408",42," Private",175935," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,1980,46," United-States",0
"9409",38," Private",204527," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"9410",22," ?",57827," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
"9412",23," Private",262744," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"9415",62," Private",183735," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"9416",26," Self-emp-not-inc",318644," Prof-school",15," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,20," United-States",0
"9421",33," Private",245777," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9422",45," Private",169092," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,55," United-States",0
"9425",50," Local-gov",154779," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"9427",58," Private",417419," 7th-8th",4," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
"9428",39," Self-emp-inc",33975," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"9429",32," Private",42485," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"9430",27," Private",170017," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"9433",64," Private",66634," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9434",55," Self-emp-inc",257216," Masters",14," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9435",46," Private",167882," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,43," United-States",0
"9438",36," Private",301614," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9439",25," Private",193820," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,1876,40," United-States",0
"9441",39," Self-emp-inc",189092," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",0
"9442",47," Private",217509," HS-grad",9," Widowed"," Priv-house-serv"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,45," Thailand",0
"9443",35," Private",308691," Masters",14," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",0
"9445",50," Private",120914," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9448",44," Self-emp-not-inc",208277," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,45," United-States",0
"9449",40," Private",337456," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," White"," Female",0,0,40," United-States",0
"9451",29," Self-emp-not-inc",32280," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,45," United-States",0
"9452",33," Private",194901," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"9453",19," ?",57329," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,30," Japan",0
"9456",23," Private",274797," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States",0
"9459",59," Private",188041," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"9460",32," Private",97723," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,38," United-States",0
"9461",49," State-gov",354529," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9462",22," Private",249727," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States",0
"9463",26," Private",189590," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,30," United-States",0
"9464",23," State-gov",298871," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Vietnam",0
"9467",44," Private",242861," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"9471",20," Private",256211," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Vietnam",0
"9472",84," Local-gov",163685," HS-grad",9," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,33," United-States",0
"9473",40," Private",266084," Some-college",10," Divorced"," Craft-repair"," Other-relative"," White"," Male",0,0,50," United-States",0
"9475",44," Private",199031," Some-college",10," Divorced"," Transport-moving"," Own-child"," White"," Male",0,1380,40," United-States",0
"9476",47," Private",166634," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," Germany",0
"9477",62," Self-emp-not-inc",204085," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," United-States",0
"9479",47," Private",464945," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States",0
"9480",44," Local-gov",174684," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," Black"," Male",0,0,40," United-States",0
"9483",52," Private",246936," 11th",7," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"9484",33," Private",104509," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"9485",48," ?",266337," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States",0
"9486",33," Private",252168," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States",0
"9488",62," Private",88055," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"9489",38," Private",129591," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9491",18," ?",264924," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States",0
"9493",38," Private",115336," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,70," United-States",0
"9495",63," Self-emp-not-inc",179444," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,15," United-States",0
"9496",49," Private",218676," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,43," United-States",0
"9497",17," Local-gov",148194," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," United-States",0
"9502",61," Private",56009," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"9505",29," Private",349154," 10th",6," Separated"," Farming-fishing"," Unmarried"," White"," Female",0,0,40," Guatemala",0
"9506",40," Local-gov",24763," Some-college",10," Divorced"," Transport-moving"," Unmarried"," White"," Male",6849,0,40," United-States",0
"9508",24," Private",113466," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9509",29," Private",130856," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",0
"9511",48," Private",202117," 11th",7," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,34," United-States",0
"9512",19," Private",280146," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
"9513",30," Private",70377," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9514",24," Private",236696," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States",0
"9515",39," Local-gov",222572," Masters",14," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,43," United-States",0
"9516",46," Self-emp-inc",110702," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",2036,0,60," United-States",0
"9518",27," Local-gov",200492," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
"9519",25," Private",193820," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
"9520",31," Private",454508," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,2001,40," United-States",0
"9521",58," Private",220789," Bachelors",13," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States",0
"9525",31," Private",402361," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9526",33," Private",143582," HS-grad",9," Separated"," Other-service"," Unmarried"," Asian-Pac-Islander"," Female",0,0,48," China",0
"9528",24," Private",112706," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States",0
"9531",20," Private",205895," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",0
"9532",65," ?",273569," HS-grad",9," Widowed"," ?"," Unmarried"," White"," Male",0,0,40," United-States",0
"9533",43," Private",153160," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",0
"9534",48," Self-emp-not-inc",167918," Masters",14," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,50," India",0
"9535",41," Private",195661," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,54," United-States",0
"9536",27," State-gov",146243," Some-college",10," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States",0
"9537",52," ?",105428," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,12," United-States",0
"9538",26," Private",149943," HS-grad",9," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,60," ?",0
"9539",52," Local-gov",246197," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9540",52," Local-gov",192563," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,38," United-States",0
"9541",19," Private",244115," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,30," United-States",0
"9543",47," Private",145886," Some-college",10," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"9546",50," Private",209464," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States",0
"9550",69," ?",476653," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States",0
"9554",38," Private",123031," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,48," Trinadad&Tobago",0
"9555",46," Federal-gov",119890," Assoc-voc",11," Separated"," Tech-support"," Not-in-family"," Other"," Female",0,0,30," United-States",0
"9556",21," Self-emp-not-inc",409230," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States",0
"9558",38," ?",129150," 10th",6," Separated"," ?"," Own-child"," White"," Male",0,0,35," United-States",0
"9561",42," Local-gov",351161," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9563",32," Private",324386," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States",0
"9564",24," Private",126568," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,33," United-States",0
"9565",26," Private",275703," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"9566",36," Self-emp-not-inc",219611," Bachelors",13," Never-married"," Sales"," Not-in-family"," Black"," Female",2174,0,50," United-States",0
"9567",49," Private",200471," 11th",7," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,60," United-States",0
"9569",73," State-gov",74040," 7th-8th",4," Divorced"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States",0
"9570",34," Private",226296," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"9572",49," Local-gov",126446," Some-college",10," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States",0
