"AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
46," Self-emp-inc",326048," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
38," Federal-gov",99527," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
52," Private",210736," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,55," United-States",1
50," Private",107665," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
43," Private",102180," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
26," Private",181920," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,45," United-States",1
37," Private",176756," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,1485,70," United-States",1
42," Private",214503," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,44," United-States",1
52," Federal-gov",37289," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",1
37," Private",241998," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States",1
50," Private",168212," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1902,45," United-States",1
44," Self-emp-inc",118212," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,70," United-States",1
39," Private",127772," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",3103,0,44," United-States",1
51," Self-emp-inc",98642," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",14084,0,40," United-States",1
51," Local-gov",201560," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
49," Private",179869," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
61," Private",230568," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",1
43," Private",154076," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",1
57," Self-emp-inc",127728," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States",1
46," Private",563883," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,60," United-States",1
55," Private",115439," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,40," United-States",1
51," Private",234057," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",1
58," Private",289364," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,45," United-States",1
50," Private",129673," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States",1
33," Private",220362," Assoc-voc",11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,84," United-States",1
42," Private",183241," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,45," United-States",1
47," Private",284916," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,45," United-States",1
48," Private",114561," Bachelors",13," Married-spouse-absent"," Prof-specialty"," Other-relative"," Asian-Pac-Islander"," Female",0,0,36," Philippines",1
52," Private",167794," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States",1
33," Private",176992," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
44," Self-emp-not-inc",197558," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," United-States",1
59," Self-emp-not-inc",114760," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States",1
58," Private",78141," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
26," Private",256000," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,60," United-States",1
54," Private",329266," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,44," United-States",1
50," Private",175029," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",1
52," Federal-gov",30731," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States",1
48," Private",166929," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," ?",1
54," Private",308087," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1977,18," United-States",1
25," Private",212793," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",1
61," Self-emp-not-inc",392694," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",1
52," Private",213209," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
46," Local-gov",114160," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,45," United-States",1
30," Private",231826," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",132601," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",1
39," Private",202027," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,45," United-States",1
29," Private",233168," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,46," United-States",1
53," Private",55861," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
30," Local-gov",326104," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",178530," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
46," Private",148995," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
43," Federal-gov",325706," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,50," India",1
36," Self-emp-not-inc",36270," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1977,65," United-States",1
61," Private",51385," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
45," Private",101452," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," England",1
41," Private",347653," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," United-States",1
38," Private",146091," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",99999,0,36," United-States",1
39," Private",187098," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",15024,0,47," United-States",1
28," Private",78870," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",8614,0,40," United-States",1
40," Local-gov",141649," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
52," Private",81859," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",1
41," Private",221947," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,50," United-States",1
29," Private",207064," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
41," Private",279914," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States",1
57," Private",314153," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,55," United-States",1
48," Self-emp-inc",185041," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,50," United-States",1
40," Private",216237," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States",1
46," Private",83064," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
44," Private",112262," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",5178,0,40," United-States",1
64," Self-emp-inc",272531," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
46," Private",102388," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,45," United-States",1
27," Self-emp-inc",120126," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,45," United-States",1
50," Private",271262," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
58," Private",248739," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,53," United-States",1
43," Private",64631," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States",1
58," Self-emp-inc",189933," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States",1
52," Private",259363," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
42," Private",213821," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," United-States",1
50," Private",27484," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
50," Private",63000," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
50," Self-emp-inc",100029," Bachelors",13," Widowed"," Sales"," Unmarried"," White"," Male",0,0,65," United-States",1
29," State-gov",198493," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
24," Private",235071," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
41," Private",82049," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
48," State-gov",183486," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,56," United-States",1
35," Private",204590," Assoc-voc",11," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,40," United-States",1
43," Private",227065," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,43," United-States",1
47," Private",151584," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,60," United-States",1
55," Private",163083," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," White"," Male",14084,0,45," United-States",1
55," Self-emp-inc",227856," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2415,50," United-States",1
35," Private",107125," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,16," United-States",1
63," ?",46907," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,8," United-States",1
56," Local-gov",216824," Prof-school",15," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",1
37," Self-emp-inc",190759," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
63," Self-emp-not-inc",147140," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",1
48," Self-emp-inc",36020," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
55," Local-gov",104917," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,40," United-States",1
68," State-gov",235882," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2377,60," United-States",1
47," ?",109832," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",5178,0,30," Canada",1
47," Private",168232," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,44," United-States",1
27," Private",31659," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1887,60," United-States",1
32," State-gov",147215," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,55," United-States",1
35," Private",87556," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States",1
50," Private",107265," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
39," Private",192251," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",1
49," Local-gov",329144," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,44," United-States",1
54," Private",185407," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
28," Private",142712," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",1
54," State-gov",103179," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States",1
34," Self-emp-not-inc",179673," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,60," United-States",1
51," Private",204447," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
35," Private",119098," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,40," United-States",1
47," Private",192835," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",1
